URL,Category
https://travel.padi.com/dive-resort/mexico/presidente-intercontinental-cozumel-resort-spa/,resorts
https://travel.padi.com/dive-resort/honduras/anthonys-key-resort/,resorts
https://travel.padi.com/dive-resort/indonesia/ceningan-divers/,resorts
https://travel.padi.com/dive-resort/dominican-republic/viva-dominicus-beach-by-wyndham-reef-oasis-viva-dominican/,resorts
https://travel.padi.com/dive-resort/honduras/paradise-beach-hotel/,resorts
https://travel.padi.com/dive-resort/bonaire/van-der-valk-plaza-beach-dive-resort-plaza-beach-dive-resort/,resorts
https://travel.padi.com/dive-resort/mexico/occidental-cozumel/,resorts
https://travel.padi.com/dive-resort/egypt/reef-oasis-blue-bay-resort-spa/,resorts
https://travel.padi.com/dive-resort/philippines/atmosphere-resort-spa-atmosphere-resorts/,resorts
https://travel.padi.com/dive-resort/malaysia/seaventures-dive-rig-seaventures-dive-rig-sdn-bhd/,resorts
https://travel.padi.com/dive-resort/maldives/white-sand-dhigurah/,resorts
https://travel.padi.com/dive-resort/bonaire/delfins-beach-resort/,resorts
https://travel.padi.com/dive-resort/indonesia/gangga-island-resort-spa-gangga-divers/,resorts
https://travel.padi.com/dive-resort/maldives/boutique-beach-all-inclusive-diving-hotel-boutique-beach/,resorts
https://travel.padi.com/dive-resort/mexico/hotel-cozumel-resort/,resorts
https://travel.padi.com/dive-resort/honduras/cabanas-on-clarks-cay-clarks-cay-resort-sa/,resorts
https://travel.padi.com/dive-resort/egypt/marsa-shagra-village-red-sea-diving-safari-shagra-village/,resorts
https://travel.padi.com/dive-resort/mexico/the-westin-cozumel/,resorts
https://travel.padi.com/dive-resort/maldives/kuredu-resort-spa/,resorts
https://travel.padi.com/dive-resort/malaysia/sipadan-mabul-resort/,resorts
https://travel.padi.com/dive-resort/philippines/easy-diving-and-beach-resort-sipalay-easy-diving-beach-resort/,resorts
https://travel.padi.com/dive-resort/mexico/sunscape-sabor-cozumel/,resorts
https://travel.padi.com/dive-resort/maldives/meeru-maldives-resort-island/,resorts
https://travel.padi.com/dive-resort/mexico/the-reef-coco-beach/,resorts
https://travel.padi.com/dive-resort/philippines/el-galleon-resort-asia-divers-inc/,resorts
https://travel.padi.com/dive-resort/indonesia/papua-paradise-eco-resort/,resorts
https://travel.padi.com/dive-resort/maldives/hurawalhi-island-resort/,resorts
https://travel.padi.com/dive-resort/maldives/park-hyatt-maldives-hadahaa-blue-journeys/,resorts
https://travel.padi.com/dive-resort/belize/ramons-village-resort-2/,resorts
https://travel.padi.com/dive-resort/mexico/secrets-aura-cozumel/,resorts
https://travel.padi.com/dive-resort/cayman-islands/sunset-house/,resorts
https://travel.padi.com/dive-resort/honduras/ibagari-boutique-hotel/,resorts
https://travel.padi.com/dive-resort/ecuador/ikala-galapagos-hotel-scuba-iguana/,resorts
https://travel.padi.com/dive-resort/egypt/umbi-sharks-bay-diving-resort/,resorts
https://travel.padi.com/dive-resort/mexico/the-reef-28/,resorts
https://travel.padi.com/dive-resort/indonesia/papua-explorers-dive-resort-papua-explorers-resort/,resorts
https://travel.padi.com/dive-resort/cayman-islands/compass-point-dive-resort-ocean-frontiers-ltd/,resorts
https://travel.padi.com/dive-resort/mexico/the-reef-playacar/,resorts
